TNA reference	Context: subseries title	Context: sub subseries title	scope_content	date_text	first_date	last_date	former_reference_department	note_text	closure_status	closure_type	closure_code	piece_id	cat_level
fo 881/5150			PACIFIC ISLANDS: Further Corres. Pacific Islands. Part 4 	April to June 1885	18850401	18850630		Bound: Pacific 8.	O	N	30	4531374	6
fo 881/5151			TURKEY: Further Corres. South-Eastern Europe. Part 82 	April to June 1885	18850401	18850630		Bound: Turkey 35.	O	N	30	4533884	6
fo 881/5152			SPAIN: Papers. Cuban Refugee. Maceo 	Oct. and Nov. 1884	18841001	18841130		Bound: Spain 15.	O	N	30	4532857	6
fo 881/5153			"PORTUGAL: Further Corres. ""City of Mecca"" and ""Insulano"" Collision. Part 4 "	Feb. to Oct. 1884	18840201	18841031		Bound: Portugal 10.	O	N	30	4531995	6
fo 881/5153X			SERVIA: Report. Servia. (W.O.) 	Oct. 10, 1885	18851010	18851010		Bound: Servia 1.	O	N	30	4532526	6
fo 881/5154			GENERAL: Memo. Power of the Crown to Legislate by Os. in C. under Foreign Jurisdiction Acts. (Mr. R. S. Wright) 	Dec. 3, 1884	18841203	18841203		Bound: Mema.	O	N	30	4529233	6
fo 881/5155			"EGYPT: Mema. ""Projet de Loi sur les Patentes,"" ""Loi sur le Timbre,"" and Observations by Mr. Michael Law and Mr. Sheldon Amos. (Mr. Herbert Hills) "	Sept. 8, 1885	18850908	18850908		Bound: Egypt 18.	O	N	30	4527692	6
fo 881/5155X			EGYPT &amp; GENERAL &amp; TURKEY: Report. History of Quarantine and Cholera in Europe from 1878. (Mr. H. Hill) 	1878-1885	18780101	18851231		Bound: Egypt 11.	O	N	30	4527696	6
fo 881/5156			GERMANY &amp; ZANZIBAR: Corres. Germany and Zanzibar. Part 1 	Jan to June 1885	18850101	18850630		Bound: Zanzibar 7.	O	N	30	4529994	6
fo 881/5156X			MOSQUITO: Memo. Mosquito Coast Arbitration. Award and Report. (Mr. F. S. Reilly). Missing at transfer 	Feb 9 1882	18820209	18820209			O	N	30	4531087	6
fo 881/5157			GERMANY &amp; ZANZIBAR: Corres. Germany and Zanzibar. Part 2 	June to Oct 1885	18850601	18851031		Bound: Zanzibar 7.	O	N	30	4529995	6
fo 881/5157X			GENERAL: Report. Manufactories of Nitroglycerine in Germany and Austria-Hungary. (Sir Fredk. Abel) 	April 1884	18840401	18840430			O	N	30	4529234	6
fo 881/5158			EGYPT: Further Corres. Finances 	July to Sept. 1885	18850701	18850930		Bound: Egypt 8.	O	N	30	4527697	6
fo 881/5158X			EGYPT: Report. The Nile. Map. (Commander Hammill, R.N). Missing at transfer 	1884	18840101	18841231		Bound: Egypt 16	O	N	30	4527698	6
fo 881/5158Z			EGYPT: Reports. Digest. Itinerary of the Nile (Cairo to Wady Halfa). Navigation of the Nile. 4 Maps. (Capt. Molyneux, and others). Missing at transfer 	April 1884	18840401	18840430		Bound: Egypt 16	O	N	30	4527699	6
fo 881/5159			PACIFIC ISLANDS: Further Corres. Pacific Islands. Part 5 	July to Sept. 1885	18850701	18850930		Bound: Pacific 8.	O	N	30	4531375	6
fo 881/5160			BORNEO &amp; SPAIN &amp; SULOO ISLANDS: Further Corres. Affairs of Sulu, and Concessions of Territory in Borneo to Messrs. Dent and Overbeck. Part 8 	Jan to June 1885	18850101	18850630		Bound: Borneo 3.	O	N	30	4525987	6
fo 881/5161			AFRICA &amp; GERMANY: Corres. Colonial Questions. Negotiations between Great Britain and Germany. Treaties with Native Chiefs. Cameroons, &amp;c. 	Mar to June 1885	18850301	18850630		Bound: Germany 3.	O	N	30	4524377	6
fo 881/5162			ASIA &amp; FRANCE: Corres. Relations between France and Burma 	1878-1885	18780101	18851231		Bound: France 22.	O	N	30	4525476	6
fo 881/5162X			ASIA &amp; RUSSIA: Memo. Afghan Frontier Question. Maps. (Mr. C. Stephen.) 	June 29 1885	18850629	18850629		Bound: Russia 23.	O	N	30	4525477	6
fo 881/5163			CHINA &amp; FRANCE: Corres. Hostilities between France and China, and the Rights of Neutrals. (Island of Formosa) 	Jan. to June 1885	18850101	18850630		Bound: China 23.	O	N	30	4526541	6
fo 881/5164			FRANCE: Report. Action of French Government. Construction and Improvement of Harbours 	1885	18850101	18851231		Bound: France 19.	O	N	30	4528336	6
fo 881/5165			GENERAL: Corres. Slave Trade 	1884	18840101	18841231		Bound: General 16.	O	N	30	4529235	6
fo 881/5165X			GENERAL: Report. Power of the Crown to Legislate by O. in C. under Foreign Jurisdiction Acts. New Bankruptcy Act. (Mr. R. S. Wright) 	Dec. 3, 1884	18841203	18841203		Bound: General 22.	O	N	30	4529236	6
fo 881/5166			TURKEY: Further Corres. South-Eastern Europe. Part 83 	July to Sept. 1885	18850701	18850930		Bound: Turkey 35.	O	N	30	4533885	6
fo 881/5167			EGYPT: Further Corres. Affairs of Egypt. Part 18 	July to Sept. 1885	18850701	18850930		Bound: Egypt 14.	O	N	30	4527700	6
fo 881/5168			TURKEY: Corres. Condition of Populations in Asiatic Provinces of Turkey. 	1883-1885	18830101	18851231		Bound: Turkey 49. TURKEY, No. 1 (1884). (Laid but not distributed)	O	N	30	4533891	6
fo 881/5168A			TURKEY: Report. Ottoman Empire. (Capt. Hare.) (W.O.) 	Oct. 31, 1885	18851031	18851031		Bound: Turkey 57.	O	N	30	4533892	6
fo 881/5168Z			EQUATOR: Galapagos Islands. Sovereignty questions. Importance of Galapagos Islands as naval station. Seizure of islands by USA. Extract from the New York Herald. Missing at transfer 	27 May 1883	18830527	18830527			O	N	30	7868978	6
fo 881/5169			TURKEY: Report. New Turkish Tariff. With Tariff and Translation annexed. (Consul Wrench) 	Mar. 31, 1885	18850331	18850331		Bound: Turkey 33.	O	N	30	4533893	6
fo 881/5169X			EGYPT: Draft. Desp. to Sir E. Baring. Proposed Modification of Quarantine Rules 	Jan. 1886	18860101	18860131		Bound: Egypt 42.	O	N	30	4527701	6
fo 881/5170			GENERAL: Memo. Cessions of British Territory in time of Peace 	July 13, 1873	18730713	18730713		Bound: Mema.	O	N	30	4529238	6
fo 881/5171			ASIA &amp; RUSSIA: Further Corres. Affairs of Asia 	July to Sept 1885	18850701	18850930		Bound: Russia 9.	O	N	30	4525482	6
fo 881/5172			FRANCE: Further Corres. Ecr�hos Islets 	1885-1887	18850101	18871231		Bound: France 27.	O	N	30	4528337	6
fo 881/5172X			ASIA &amp; GENERAL: Report. Etiology of Asiatic Cholera. (Drs. Klein and Gibbes) 	1885	18850101	18851231		Bound: General 84.	O	N	30	4525478	6
fo 881/5173			TUNIS: Further Corres. Affairs of North Africa. Part 10 	Jan. to June 1885	18850101	18850630		Bound: Africa 14.	O	N	30	4533048	6
fo 881/5174			VENEZUELA: Memo. Claim of Mrs. Simonet on Venezuela for Outrage on Property of her late husband. (Mr. A. Walmisley) 	April 12, 1884	18840412	18840412		Bound: Mema.	O	N	30	4535174	6
fo 881/5174X			DENMARK: Draft. Agreement. Wrecks 	Jan. 1884	18840101	18840131			O	N	30	4527338	6
fo 881/5175			UNITED STATES: Corres. Murder of Mr. J. H. Tunstall in Lincoln County, New Mexico 	1878-1886	18780101	18861231		Bound: America 21.	O	N	30	4534850	6
fo 881/5176			SWITZERLAND: Desp. Wounded in War 	May 1, 1885	18850501	18850501		Bound: Switzerland	O	N	30	4532985	6
fo 881/5176X			GERMANY: Reports. German Fleet and Dockyards. Kiel and Wilhelmshaven. (Capt. H. C. Kane, R.N). Missing at transfer 	1884	18840101	18841231		Bound: Germany 1	O	N	30	4529996	6
fo 881/5177			ABYSSINIA &amp; EGYPT: Treaty. Great Britain, Egypt, and Abyssinia 	June 3 1884	18840603	18840603		Bound: Abyssinia 4.	O	N	30	4524158	6
fo 881/5178			MEXICO: Preliminary Agreement. Renewal of Relations 	Aug. 6, 1884	18840806	18840806		Bound: Mexico 3.	O	N	30	4530905	6
fo 881/5179			DENMARK: Agreement. Marriage of Princess Helena and Prince Christian 	July 2, 1866	18660702	18660702		Bound: Denmark 4.	O	N	30	4527339	6
fo 881/5180			MEXICO: Desp. Counter Project of a Treaty Proposed by M. Velasco 	May 30, 1885	18850530	18850530		Bound: Mexico 3.	O	N	30	4530906	6
fo 881/5180X			TURKEY &#38; GREECE: Memo on the military position in Thesaly and Epirus. Missing at transfer 	19 July 1880	18800719	18800719			O	N	30	7868971	6
fo 881/5181			AFRICA &amp; CONGO FREE STATE: Agreement. General Act of West African Conference. Berlin Act 	Feb 26 1885	18850226	18850226		Bound: Africa 19.	O	N	30	4524378	6
fo 881/5182			EGYPT &amp; TURKEY: Convention. Great Britain and Turkey. Affairs of Egypt 	Oct 24 1885	18851024	18851024			O	N	30	4527702	6
fo 881/5183			GENERAL: Corres. Maritime and Commercial Questions which would be raised in time of War. Rights of Neutrals 	1885	18850101	18851231		Bound: Russia 10.	O	N	30	4529239	6
fo 881/5184			ASIA &amp; RUSSIA: Draft. Agreement. Boundary of Afghanistan between Heri-Rud and Oxus, showing portions left unsettled 	June 11 1885	18850611	18850611		Bound: Russia 8.	O	N	30	4525479	6
fo 881/5185			EGYPT: Notes. Project of Law. Regulation of the Press in Egypt. (The Procureur G�n�ral) 	June 6, 1885	18850606	18850606		Bound: Egypt 18.	O	N	30	4527703	6
fo 881/5186			AFRICA: Corres. New Boer Republic in Zululand 	1885	18850101	18851231		Bound: Africa 28.	O	N	30	4524379	6
fo 881/5186X			GENERAL: O. in C. Trade-marks. Queensland. (L.G., Sept. 22, 1885) 	Sept. 17, 1885	18850917	18850917			O	N	30	4529237	6
fo 881/5187			FRANCE &amp; ITALY &amp; MADAGASCAR: Memo. Mediation of Italian Consul in Madagascar between French and Hovas 	Sept 10 1885	18850910	18850910			O	N	30	4528338	6
fo 881/5187X			CHINA &amp; FRANCE: Report. French Operations in Tongking and Annam. Part 10. (W.O.) 	April 15 to Sept 30 1885	18850415	18850930		Bound: China 20	O	N	30	4526542	6
fo 881/5188			GENERAL: Memo. Business of Commercial Department 	Feb. 8, 1886	18860208	18860208			O	N	30	4529240	6
fo 881/5189			GENERAL: Memo. Questions in American and China Departments. (Mr. H. C. Jervoise) 	Feb. 2, 1886	18860202	18860202			O	N	30	4529241	6
fo 881/5190			PORTUGAL: Corres, &amp;c. Portuguese Ecclesiastical Jurisdiction in British India. (Goa.) Part 1 	1884-1885	18840101	18851231		Bound: Portugal 13	O	N	30	4531996	6
fo 881/5191			BELGIUM &amp; GENERAL &amp; NETHERLANDS: Corres. Liquor Traffic in the North Sea. Part 1 	1883-1886	18830101	18861231		Bound: General 25.	O	N	30	4525853	6
fo 881/5191X			UNITED STATES: Agreement. Fisheries 	June 22, 1885	18850622	18850622		Bound: America 59.	O	N	30	4534836	6
fo 881/5192			AFRICA: Corres. Claim of National African Company to Monopoly of Import of Tobacco, Salt, and War Materials into Niger-Benue Districts 	Jan. 1886	18860101	18860131		Bound: Africa 19.	O	N	30	4524380	6
fo 881/5193			GENERAL: Memo. Questions in African Department. (Sir P. Anderson) 	Feb. 6, 1886	18860206	18860206			O	N	30	4529242	6
fo 881/5193X			EGYPT: Draft. Projet de Code P�nal pour les Tribunaux de la R�forme 	May 17 1884	18840517	18840517			O	N	30	4527704	6
fo 881/5193Z			CHINA &#38; FRANCE: Memo. Hostilies between France and China. Position of British Subjects towards contending parties. (Mr. H. S. Wilkinson). Missing at transfer  	1884 Oct 6	18841006	18841006		Bound: Mema.	O	N	30	4526543	6
fo 881/5194			SPAIN: Further Corres. Gibraltar Maritime Jurisdiction. Part 1 	1885	18850101	18851231		Bound: Spain 1.	O	N	30	4532861	6
fo 881/5194X			ASIA: Notes. Journey from Kasveen to Hamadan across Karaghan Country. Map. (Mr. J. D. Rees). (I.O.) 	1885	18850101	18851231			O	N	30	4525481	6
fo 881/5195			SPAIN: Corres. Filibustering Expeditions against Cuba 	1884-1885	18840101	18851231		Bound: Spain 16.	O	N	30	4532859	6
fo 881/5195X			AFRICA: Report. Raid of Yonnies on Songotown. Map. (W.O.). Missing at transfer  	Nov 24 1885	18851124	18851124			O	N	30	4524381	6
fo 881/5196			RUSSIA: Report. Condition of Peasantry in Poland. (Consul-General Maude) 	Dec. 31, 1885	18851231	18851231		Bound: Russia 10.	O	N	30	4532365	6
fo 881/5197			EGYPT: Memo. Confidential Papers. Quarantine Board at Alexandria. (Mr. Mi�ville and Mr. T. V. Lister) 	July to Sept. 1885	18850701	18850930		Bound: Mema.	O	N	30	4527705	6
fo 881/5198			GENERAL: Memo. Business in Eastern Division. (Mr. T. H. Sanderson and Mr. F. Bertie) 	Feb. 6, 1886	18860206	18860206			O	N	30	4529243	6
fo 881/5199			PACIFIC ISLANDS: Further Corres. Pacific Islands. Part 6 	Oct. to Dec. 1885	18851001	18851231		Bound: Pacific 8.	O	N	30	4531376	6
fo 881/5200			VENEZUELA: Corres. Revolutionary attempts against Government of Venezuela 	1885	18850101	18851231		Bound: Venezuela 3.	O	N	30	4535175	6
fo 881/5200X			RUSSIA &amp; TURKEY: Report. Naval and Military Preparations in Balkan Peninsula. (Capt. Hare.) (W.O.) 	Feb 18 1886	18860218	18860218		Bound: Turkey.	O	N	30	4532366	6
fo 881/5201			SWITZERLAND: Memo. Copyright Conference at Berne. (Mr. F. O. Adams) 	Feb. 15, 1886	18860215	18860215		Bound: Mema.	O	N	30	4532986	6
fo 881/5202			BELGIUM: Statement. Bourses d'�tude 	Jan. 16, 1886	18860116	18860116		Bound: Belgium 4.	O	N	30	4525845	6
fo 881/5202X			SPAIN: Report. Commission on Reorganization of Spanish Navy. (Admiralty). Missing at transfer 	Dec 1884	18841201	18841231		Bound: Spain 10	O	N	30	4532858	6
fo 881/5202Z			ASIA &amp; RUSSIA: Report. Military Situation in Transcaspia. (W.O.) 	Jan 20 1886	18860120	18860120		Bound: Russia 16.	O	N	30	4525480	6
fo 881/5203			BORNEO &amp; SPAIN &amp; SULOO ISLANDS: Further Corres. Affairs of Sulu, and Concessions of Territory in Borneo to Messrs. Dent and Overbeck. Part 9 	July to Dec 1885	18850701	18851231		Bound: Borneo 3.	O	N	30	4525988	6
fo 881/5203X			"SPAIN: Memo. Visit of H.M.SS.""Comus"" and""Lily"" to Pelew Islands in 1881. (Sir E. Hertslet). See also FO 881/5231 "	1885 Oct 23	18851023	18851023			O	N	30	4532860	6
fo 881/5204			GENERAL: Memo. Questions in Treaty Department. (Mr. J. H. G. Bergne) 	Feb. 6, 1886	18860206	18860206			O	N	30	4529244	6
fo 881/5204X			MEXICO: Notice. Claims. (L.G., Mar. 5, 1886) 	Mar. 3, 1886	18860303	18860303		Bound: Mexico 3.	O	N	30	4530907	6
fo 881/5205			FRANCE: Further Corres. Newfoundland Fisheries 	1885	18850101	18851231		Bound: France 1.	O	N	30	4528339	6
fo 881/5205X			AFRICA: Notice. Registration Fee. West Coast of Africa. (L.G., Mar. 5, 1886) 	Feb. 27, 1886	18860227	18860227		Bound: Africa 18.	O	N	30	4524382	6
fo 881/5206			EGYPT: Memo. Somali Coast. Limits of French and British Protectorate. Appendix and Map showing Boundaries of Eesa and Gadabursi Territories. (Mr. F. L. Bertie) 	Feb. 13, 1886	18860213	18860213		Bound: Mema.	O	N	30	4527706	6
fo 881/5206X			GREECE: Report. Greece. Area and Population, Communications, Government Finance, Army, Navy, &amp;c. (Capt. Hare.) (W.O.) 	Mar. 13, 1886	18860313	18860313		Bound: Greece 14.	O	N	30	4530258	6
fo 881/5207			CHINA &amp; COREA &amp; JAPAN: Corres. Temporary British Occupation of Port Hamilton. Part 1 	1885	18850101	18851231		Bound: Japan 5.	O	N	30	4526544	6
fo 881/5207X			GENERAL &amp; UNITED STATES: Memo. Canadian Pacific Railway. With Map. (W.O.) 	Mar 1886	18860301	18860331		Bound: General 89.	O	N	30	4529245	6
fo 881/5208			TURKEY: Further Corres. South-Eastern Europe. Part 85 	Nov. 1885	18851101	18851130		Bound: Turkey 35.	O	N	30	4533887	6
fo 881/5209			NETHERLANDS: Corres. Liquor Traffic in North Sea. (Prepared for Parliament) 	1883-1886	18830101	18861231		Bound: General 25.	O	N	30	4531215	6
fo 881/5210			CHILE &amp; PERU: Further Corres. Conduct of the War against Peru by Chile 	1885	18850101	18851231		Bound: Chile 1.	O	N	30	4526213	6
fo 881/5211			TUNIS: Further Corres. Affairs of North Africa. Part 11 	July to Dec. 1885	18850701	18851231		Bound: Africa 14.	O	N	30	4533049	6
fo 881/5212			TURKEY: Corres. Macedonia 	1881-1884	18810101	18841231		Bound: Turkey 59.	O	N	30	4533896	6
fo 881/5213			TURKEY: Further Corres. South-Eastern Europe. Part 84 	Oct. 1885	18851001	18851031		Bound: Turkey 35.	O	N	30	4533886	6
fo 881/5214			PACIFIC ISLANDS: Memo on Samoa by Sir CW des Voeux (production, labour, annexation question, partition of islands, harbour, US coal depot, McArthur claim, Report by Mr Churchward 	Mar 1886	18860301	18860331		Bound: Mema.	O	N	30	4531377	6
fo 881/5215			BORNEO &amp; SPAIN &amp; SULOO ISLANDS: Memo. Island of Palawan. Map. (Sir E. Hertslet) 	Nov 19 1885	18851119	18851119		Bound: Mema.	O	N	30	4525989	6
fo 881/5215X			FRANCE &amp; MADAGASCAR: Notice. Claims arising out of hostilities between France and Madagascar. (L.G., Mar. 30, 1886) 	Mar 29 1886	18860329	18860329		Bound: Madagascar 4.	O	N	30	4528340	6
fo 881/5216			FRANCE: Corres. Claims of British Subjects for losses, &amp;c., during the French Operations in Madagascar. Part 1 	1883-1885	18830101	18851231		Bound: Madagascar 4.	O	N	30	4528341	6
fo 881/5217			COLOMBIA: Corres. Losses of Neutrals during Revolution in Colombia. Part 1 	1885	18850101	18851231		Bound: Colombia 2.	O	N	30	4527102	6
fo 881/5218			CHINA: Corres. Affairs of Burma. Part 1 	Oct. to Dec. 1885	18851001	18851231		Bound: India 2.	O	N	30	4526545	6
fo 881/5219			SPAIN: Corres. Commercial Negotiations 	1886 Mar 30	18860330	18860330		Bound: Spain 8.	O	N	30	4532863	6
fo 881/5219X			RUSSIA: Report. Trans-Caucasia. (W.O.) 	Aug. 1885	18850801	18850831		Bound: Russia 26. For Map, see Map RUSSIA 29 small size	O	N	30	4532367	6
fo 881/5221			UNITED STATES: Corres. Negotiation of a Treaty regulating Trade between British West India Colonies and United States. With some Preliminary Papers 	1883-1885	18830101	18851231		Bound: America 25.	O	N	30	4534840	6
fo 881/5221X			EGYPT: Protocols. Judicial Reform. International Commission at Cairo. Protocols 1 to 6. Sub-Commission Protocols 1 to 10. 	1880-1881	18800101	18811231		Protocols 4 and 5 missing	O	N	30	4527707	6
fo 881/5222			"EGYPT: Notes. ""Projet de Loi sur les Patentes."" (Sir J. Pauncefote, Sir E. Baring, Mr. Cookson, and Mr. Hills) "	1886	18860101	18861231		Bound: Egypt 18.	O	N	30	4527709	6
fo 881/5223			"EGYPT: Notes. ""Projet de Loi sur le Timbre."" (Sir J. Pauncefote, Mr. Cookson, Mr. Amos, Sir E. Baring, and Mr. Hills) "	1886	18860101	18861231		Bound: Egypt 18.	O	N	30	4527710	6
fo 881/5224			ZANZIBAR: Draft Treaty. Great Britain and Zanzibar 	1885	18850101	18851231		Bound: Zanzibar 5.	O	N	30	4535345	6
fo 881/5224X			GREECE: Report. Coast Defences of Greece. (Capt. Foster.) (W.O.) 	April 1, 1886	18860401	18860401		Bound: Greece 14.	O	N	30	4530259	6
fo 881/5225			TURKEY: Memo. Nationality of Mr. Solomon Harari. Annex: Turkish Nationality Law, Jan. 19, 1869. (Sir E. Hertslet) 	Mar. 15, 1886	18860315	18860315		Bound: Mema.	O	N	30	4533894	6
fo 881/5225X			SPAIN: O. in C. Gibraltar. Police of Port. Aliens. Expulsions. Seizure of Vessels, &amp;c. (L.G., April 6, 1886) 	April 3, 1886	18860403	18860403		Bound: Spain 1.	O	N	30	4532864	6
fo 881/5226			EGYPT: Further Corres. Affairs of Egypt. Part 19 	Oct. to Dec. 1885	18851001	18851231		Bound: Egypt 14.	O	N	30	4527713	6
fo 881/5226X			CHINA &amp; COREA &amp; JAPAN: O. in C. Corea. (L.G., April 6, 1886) 	April 3 1886	18860403	18860403		Bound: China 21.	O	N	30	4526546	6
fo 881/5227			CHINA: Further Corres. Chefoo Convention 	1885	18850101	18851231		Bound: China 12.	O	N	30	4526547	6
fo 881/5227X			EGYPT &amp; ITALY: O. in C. Slave Trade Declaration. Great Britain, Italy, and Egypt. (L.G., April 6, 1886) 	April 3 1886	18860403	18860403		Bound: Italy 3.	O	N	30	4527708	6
fo 881/5228			GENERAL: Memo. System on which Business of British Foreign Office is conducted 	Feb 4 1890	18900204	18900204		Bound: Mema. Copy.	O	N	30	4529246	6
fo 881/5229			TURKEY: Memo. Turco-Bulgarian Agreement 	April 12, 1886	18860412	18860412		Bound: Mema.	O	N	30	4533895	6
fo 881/5230			EGYPT: Memo. Conversion of Daira and Domain Loans. Mr. Vincent's Proposal. (Sir R. Welby, Sir C. Rivers Wilson, and Mr. Sanderson) 	April 2, 1886	18860402	18860402		Bound: Egypt 17.	O	N	30	4527711	6
fo 881/5231			"SPAIN: Memo. Pelew Islands. Visit of H.M.SS. ""Comus"" and ""Lily"" in 1882. (No. 5203X. Altered for communication to German Ambassador) "	23 Oct 1885	18851023	18851023		Bound: Mema.	O	N	30	4532865	6
fo 881/5232			PERSIA: Memo. Baron Reuter's Persian Concession 	Aug. 29, 1885	18850829	18850829		Bound: Mema.	O	N	30	4531619	6
fo 881/5233			EGYPT: Further Corres. Suez Canal. Missing at transfer 	1885	18850101	18851231		Bound: Egypt 31	O	N	30	4527712	6
fo 881/5234			TURKEY: Further Corres. Finances of Turkey. Part 6 	1885	18850101	18851231		Bound: Turkey 11. There is no Part 5.	O	N	30	4533880	6
fo 881/5235			JAPAN: Further Corres. Treaty Revision. Part 8 	1885	18850101	18851231		Bound: Japan 3.	O	N	30	4530675	6
fo 881/5236			GERMANY: Further Corres. Germany and Zanzibar. Part 3 	Oct to Dec 1885	18851001	18851231		Bound: Zanzibar 7.	O	N	30	4529997	6
fo 881/5237			SIAM: Corres. British Influence and Policy in Malay Peninsular. Part 1 	1885	18850101	18851231		Bound: Siam 1.	O	N	30	4532565	6
fo 881/5237X			FRANCE: Corres. Mixed Marriages. Anglo-French Agreement. (L.G., April 23, 1886.) 	Oct to Dec 1884	18841001	18841231		Bound: France 23. See No. 8467X	O	N	30	4528342	6
fo 881/5238			ASIA &amp; RUSSIA: Further Corres. Affairs of Asia 	Oct to Dec 1885	18851001	18851231		Bound: Russia 9.	O	N	30	4525483	6
fo 881/5239			TURKEY: Further Corres. South-Eastern Europe. Part 86 	Dec. 1885	18851201	18851231		Bound: Turkey 35.	O	N	30	4533888	6
fo 881/5240			EGYPT: Further Corres. Finances 	Oct. to Dec. 1885	18851001	18851231		Bound: Egypt 8.	O	N	30	4527715	6
fo 881/5241			EGYPT: Corres. Suez Canal. International Commission 	Mar to Nov 1885	18850301	18851130		Bound: Egypt 28.	O	N	30	4527716	6
fo 881/5242			TURKEY: Further Corres. Administrative Reforms in Asiatic Provinces of Turkey. Part 9 	1885	18850101	18851231		Bound: Turkey 55.	O	N	30	4533897	6
fo 881/5242X			MADAGASCAR: Report. French Operations in Madagascar. (Major W. S. Cooke.) (W.O.) 	1882-1886	18820101	18861231		Bound: Madagascar 4.	O	N	30	4530869	6
fo 881/5243			EGYPT: Further Corres. Red Sea and Somali Coast 	July to Dec. 1885	18850701	18851231		Bound: Egypt 6.	O	N	30	4527717	6
fo 881/5243X			GERMANY: Report. Colonial Possessions of Germany. (Admiralty). Missing at transfer 	Mar 1886	18860301	18860331		Bound: Germany 1	O	N	30	4529998	6
fo 881/5244			EGYPT: Memo. Freedom of Navigation of Suez Canal. French Proposals. (Sir J. Pauncefote) 	April 19 1886	18860419	18860419		Bound: Mema.	O	N	30	4527714	6
fo 881/5244X			AFRICA: Pr�cis. Information. Pondoland. (W.O.). Missing at transfer  	Feb 1886	18860201	18860228			O	N	30	4524383	6
fo 881/5245			PERU: Further Corres. Claims of Peruvian Bondholders 	1885	18850101	18851231		Bound: Peru 2.	O	N	30	4531834	6
fo 881/5245X			AFRICA: Report. Advance of Almany Sahmadoo, or Samory, towards Sea Coast near Sierra Leone. Map. (W.O.). Missing at transfer  	April 8 1886	18860408	18860408		Bound: Africa 19	O	N	30	4524384	6
fo 881/5246			GENERAL: Reports. Law Officers 	1885	18850101	18851231		Bound: L.O.R. Copy.	O	N	30	4529258	6
fo 881/5246X			AFRICA: Report. History of Basutoland. (W.O). Missing at transfer  	Mar 1886	18860301	18860331		Bound: Africa 9	O	N	30	4524385	6
fo 881/5247			COREA &amp; RUSSIA: Report. Russia and Corea. Commerce 	July 7 1884	18840707	18840707		Bound: Corea 1.	O	N	30	4527210	6
fo 881/5247X			Number not used. See FO 881/5244 		0	0						7869009	6
fo 881/5248			GREECE: Memo. Eastern Roumelia. Presentation to Greek Government of Collective Note of April 26, 1886 	May 4, 1886	18860504	18860504		Bound: Mema.	O	N	30	4530260	6
fo 881/5248X			SIAM: O. in C. Consular Jurisdiction. (L.G., May 11, 1886) 	May 6, 1886	18860506	18860506			O	N	30	4532570	6
fo 881/5249			ITALY: Corres. Messrs. Haines Batchelor and Co., Agents for Messrs. Edmond Jones and Co. Cases of Arms consigned to them by an Italian firm. Smuggling of Arms into Burma 	1886	18860101	18861231		Bound: Italy 3.	O	N	30	4530500	6
fo 881/5250			PERSIA: Report. Revenue of Persia. (Mr. A. Herbert) 	April 2, 1886	18860402	18860402		Bound: Persia 6.	O	N	30	4531620	6
fo 881/5251			AFRICA: Letter. Vice-Consul C. S. Smith. Account of Journeys from Mombasa to Shumba Country. Map and Letter from Messrs. Gray, Dawes and Co. 	April 8, 1886	18860408	18860408		Bound: Zanzibar 5.	O	N	30	4524386	6
fo 881/5252			HAYTI [HAITI]: Desp. Messrs. J. B. McGuffie's Claim against Hayti. (Consul Hunt) 	April 2, 1886	18860402	18860402		Bound: Hayti 2.	O	N	30	4530359	6
fo 881/5252X			PORTUGAL: Report. Anglo-Portuguese Treaty. (Goa.) (Mr. A. Crawford). Bound: Portugal 31. Missing at transfer 	1881	18810101	18811231			O	N	30	4531991	6
fo 881/5253			EGYPT: Case. Prepared by Sir J. Pauncefote for the Lord Chancellor on the Press Law in Egypt. Missing at transfer 	May 12 1886	18860512	18860512		Bound: Egypt 18	O	N	30	4527718	6
fo 881/5254			GREECE &amp; TURKEY: Memo. Negotiations for Rectification of Greek Frontier from Treaty of Berlin of 1878 to Convention signed at Constantinople, May 24, 1881. (Mr. T. H. Sanderson) 	May 1 1886	18860501	18860501		Bound: Mema.	O	N	30	4530261	6
fo 881/5255			EGYPT: Memo. Liability of H.M. Government for Expenses of Egyptian Army in Assisting H.M. Forces in Defence of Egypt. (Mr. T. H. Sanderson.) 	Feb. 16, 1886	18860216	18860216		Bound: Mema. See No. 5282	O	N	30	4527719	6
fo 881/5256			"NETHERLANDS: Further Corres. Wreck of ""Nisero"" and detention of her Crew by Rajah of Tenom. Part 2 "	1885	18850101	18851231		Bound: Netherlands 6.	O	N	30	4531216	6
fo 881/5257			PACIFIC ISLANDS: Memo. Creation of Kingdom and Recognition of Kings of Samoa. (Mr. F. H. T. Streatfeild) 	May 14, 1886	18860514	18860514		Bound: Mema.	O	N	30	4531378	6
fo 881/5258			PACIFIC ISLANDS: Further Corres. Pacific Islands. Part 7 	Jan. to Mar. 1886	18860101	18860331		Bound: Pacific 8.	O	N	30	4531380	6
fo 881/5259			HAYTI [HAITI]: Statement. Grievances of British Subjects. Cases of Dr. J. R. Love, Arthur N. Crosswell, F. B. Coles, and others 	1885-1886	18850101	18861231		Bound: Hayti 3.	O	N	30	4530356	6
fo 881/5260			AFRICA: Corres. Affairs in River Niger and Adjoining Districts. Treaties with Chiefs in Niger and Benue, Cameroons. Part 1 	1885	18850101	18851231		Bound: Africa 27.	O	N	30	4524388	6
