TNA reference	Context: subseries title	Context: sub subseries title	scope_content	date_text	first_date	last_date	former_reference_department	note_text	closure_status	closure_type	closure_code	piece_id	cat_level
wo 97/2/185	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ROBERT CHANDLER   Born CHISLEDON, Wiltshire  Served in Royal Horse Guards  Discharged aged 33  	1805-1818	1.8050101E7	1.8181231E7			O	N	30.0	-3875904.0	7.0
wo 97/2/186	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN CHAPMAN   Born EDLINGTON, Lincolnshire  Served in 2nd Life Guards  Discharged aged 40  	1805-1827	1.8050101E7	1.8271231E7			O	N	30.0	-3875905.0	7.0
wo 97/2/187	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM CHAPMAN   Born SULHAMSTEAD, Berkshire  Served in 2nd Life Guards  Discharged aged 41  	1796-1818	1.7960101E7	1.8181231E7			O	N	30.0	-3875906.0	7.0
wo 97/2/188	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM CHAPMAN   Born WORTHING, Sussex  Served in 2nd Life Guards  Discharged aged 35  	1812-1826	1.8120101E7	1.8261231E7			O	N	30.0	-3875907.0	7.0
wo 97/2/189	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ISAAC CHAPPELL   Born SUTTON, Cheshire  Served in 2nd Life Guards  Discharged aged 33  	1812-1823	1.8120101E7	1.8231231E7			O	N	30.0	-3875908.0	7.0
wo 97/2/190	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  MATTHEW CHARLTON   Born ALSTON, Cumberland  Served in 1st Life Guards  Discharged aged 44  	1811-1833	1.8110101E7	1.8331231E7			O	N	30.0	-3875909.0	7.0
wo 97/2/191	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  FRANCIS CHEETHAM   Born SOWERBY, Yorkshire  Served in Royal Horse Guards  Discharged aged 21  	1812-1816	1.8120101E7	1.8161231E7			O	N	30.0	-3875910.0	7.0
wo 97/2/192	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JAMES CHELL   Born STONE, Staffordshire  Served in 2nd Life Guards  Discharged aged 31  	1799-1814	1.7990101E7	1.8141231E7			O	N	30.0	-3875911.0	7.0
wo 97/2/193	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE CHENEY   Born SHENFIELD, Berkshire  Served in 2nd Life Guards  Discharged aged 27  	1821-1829	1.8210101E7	1.8291231E7			O	N	30.0	-3875912.0	7.0
wo 97/2/194	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  CHARLES CHERRATT   Born BLANDFORD, Dorset  Served in 2nd Life Guards  Discharged aged 43  	1830-1854	1.8300101E7	1.8541231E7			O	N	30.0	-3875913.0	7.0
wo 97/2/195	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN CHESTER   Born SIKE HOUSE, Yorkshire  Served in 2nd Life Guards  Discharged aged 48  	1818-1847	1.8180101E7	1.8471231E7			O	N	30.0	-3875914.0	7.0
wo 97/2/196	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  BENJAMIN CHILD   Born ALVERTHORPE, Yorkshire  Served in Royal Horse Guards  Discharged aged 45  	1816-1842	1.8160101E7	1.8421231E7			O	N	30.0	-3875915.0	7.0
wo 97/2/197	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN CHILD   Born LEDSHAM, Yorkshire  Served in 2nd Life Guards  Discharged aged 49  	1812-1841	1.8120101E7	1.8411231E7			O	N	30.0	-3875916.0	7.0
wo 97/2/198	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  DONALD CHISHOLME   Born URQUHART, Inverness-shire  Served in 1st Life Guards  Discharged aged 21  	1829-1830	1.8290101E7	1.8301231E7			O	N	30.0	-3875917.0	7.0
wo 97/2/199	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN CHITTOCK   Born FOULNESS ISLAND, Essex  Served in 2nd Life Guards  Discharged aged 42  	1826-1850	1.8260101E7	1.8501231E7			O	N	30.0	-3875918.0	7.0
wo 97/2/200	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JAMES CHRISTOPHER   Born LITTLE WALSINGHAM, Norfolk  Served in Royal Horse Guards  Discharged aged 31  	1832-1841	1.8320101E7	1.8411231E7			O	N	30.0	-3875919.0	7.0
wo 97/2/201	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN CHUCK   Born STANSTON, Hertfordshire  Served in 1st Life Guards  Discharged aged 29  	1821-1832	1.8210101E7	1.8321231E7			O	N	30.0	-3875920.0	7.0
wo 97/2/202	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  PETER CLARK   Born LONMAY, Aberdeenshire  Served in 2nd Life Guards  Discharged aged 38  	1827-1846	1.8270101E7	1.8461231E7			O	N	30.0	-3875921.0	7.0
wo 97/2/203	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  SAMUEL CLARK   Born CURRIVAL, Somerset  Served in 1st Life Guards  Discharged aged 49  	1826-1854	1.8260101E7	1.8541231E7			O	N	30.0	-3875922.0	7.0
wo 97/2/204	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS CLARK   Born LEEDS, Yorkshire  Served in 2nd Life Guards  Discharged aged 38  	1834-1854	1.8340101E7	1.8541231E7			O	N	30.0	-3875923.0	7.0
wo 97/2/205	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS CLARK   Born OTTERY ST MARY, Devonshire  Served in 1st Life Guards  Discharged aged 46  	1793-1819	1.7930101E7	1.8191231E7			O	N	30.0	-3875924.0	7.0
wo 97/2/206	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM CLARK   Born LOUGHBOROUGH, Leicestershire  Served in Royal Horse Guards  Discharged aged 48  	1800-1814	1.8000101E7	1.8141231E7			O	N	30.0	-3875925.0	7.0
wo 97/2/207	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN CLARK   Born CLERSAQUEN, Tyrone  Served in Royal Horse Guards  Discharged aged 35  	1797-1814	1.7970101E7	1.8141231E7			O	N	30.0	-3875926.0	7.0
wo 97/2/208	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  SIMON CLARKE   Born WORMENTON, Northamptonshire  Served in Royal Horse Guards  Discharged aged 39  	1798-1818	1.7980101E7	1.8181231E7			O	N	30.0	-3875927.0	7.0
wo 97/3	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		Household Cavalry: Clar - Eyr 	1760-1854	1.7600101E7	1.8541231E7			O	N	30.0	688941.0	6.0
wo 97/3/1	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  RICHARD CLARKSON   Born KNARESBOROUGH, Yorkshire  Served in 1st Life Guards  Discharged aged 29  	1807-1814	1.8070101E7	1.8141231E7			O	N	30.0	-3875928.0	7.0
wo 97/3/2	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS CLARKSON   Born REETH, Yorkshire  Served in 1st Life Guards; 2nd Life Guards  Discharged aged 38  	1800-1819	1.8000101E7	1.8191231E7			O	N	30.0	-3875929.0	7.0
wo 97/3/3	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS CLARRIDGE   Born REVENSTOKE, Northamptonshire  Served in Royal Horse Guards  Discharged aged 42  	1798-1822	1.7980101E7	1.8221231E7			O	N	30.0	-3875930.0	7.0
wo 97/3/4	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN CLAYTON   Born RAWMARSH, Yorkshire  Served in 2nd Life Guards  Discharged aged 52  	1813-1840	1.8130101E7	1.8401231E7			O	N	30.0	-3875931.0	7.0
wo 97/3/5	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN CLAYTON   Born HALIFAX, Yorkshire  Served in 2nd Life Guards  Discharged aged 24  	1840-1846	1.8400101E7	1.8461231E7			O	N	30.0	-3875932.0	7.0
wo 97/3/6	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  CHARLES CLEGGE   Born LEAVEN, Yorkshire  Served in 1st Life Guards  Discharged aged 20  	1826-1828	1.8260101E7	1.8281231E7			O	N	30.0	-3875933.0	7.0
wo 97/3/7	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS CLEGHORN   Born YARROW, Selkirkshire  Served in 1st Life Guards  Discharged aged 45  	1823-1850	1.8230101E7	1.8501231E7			O	N	30.0	-3875934.0	7.0
wo 97/3/8	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS CLEMENTS   Born HUMBERSTONE, Leicestershire  Served in Royal Horse Guards  Discharged aged 25  	1809-1816	1.8090101E7	1.8161231E7			O	N	30.0	-3875935.0	7.0
wo 97/3/9	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOSEPH CLEMENTSON   Born ASTON, Derbyshire  Served in Royal Horse Guards  Discharged aged 42  	1801-1823	1.8010101E7	1.8231231E7			O	N	30.0	-3875936.0	7.0
wo 97/3/10	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  CALEB CLEWORTH   Born BOLTON, Lancashire  Served in 2nd Life Guards  Discharged aged 42  	1797-1819	1.7970101E7	1.8191231E7			O	N	30.0	-3875937.0	7.0
wo 97/3/11	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ROBERT CLIFF   Born HODNET, Shropshire  Served in Royal Horse Guards  Discharged aged 34  	1831-1845	1.8310101E7	1.8451231E7			O	N	30.0	-3875938.0	7.0
wo 97/3/12	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  STEPHEN CLIFFE   Born KIRKEATON, Yorkshire  Served in 1st Life Guards  Discharged aged 27  	1812-1817	1.8120101E7	1.8171231E7			O	N	30.0	-3875939.0	7.0
wo 97/3/13	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE CLIFTON   Born BICESTER, Oxfordshire  Served in 2nd Life Guards  Discharged aged 43  	1822-1847	1.8220101E7	1.8471231E7			O	N	30.0	-3875940.0	7.0
wo 97/3/14	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  HENRY CLORLEY   Born HANMER, Flint  Served in Royal Horse Guards  Discharged aged 37  	1821-1840	1.8210101E7	1.8401231E7			O	N	30.0	-3875941.0	7.0
wo 97/3/15	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS CLOUGH   Born KILDWICK, Yorkshire  Served in 1st Life Guards  Discharged aged 42  	1818-1841	1.8180101E7	1.8411231E7			O	N	30.0	-3875942.0	7.0
wo 97/3/16	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM CLOWES   Born IPSTONES, Staffordshire  Served in 2nd Life Guards  Discharged aged 28  	1827-1834	1.8270101E7	1.8341231E7			O	N	30.0	-3875943.0	7.0
wo 97/3/17	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  MATTHEW COATES   Born BULMER, Yorkshire  Served in 2nd Life Guards  Discharged aged 42  	1800-1824	1.8000101E7	1.8241231E7			O	N	30.0	-3875944.0	7.0
wo 97/3/18	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE COBBE   Born OVERTON, Cheshire  Served in Royal Horse Guards  Discharged aged 51  	1821-1851	1.8210101E7	1.8511231E7			O	N	30.0	-3875945.0	7.0
wo 97/3/19	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN COCKBURN   Born GLASGOW, Lanarkshire  Served in 1st Life Guards  Discharged aged 46  	1816-1840	1.8160101E7	1.8401231E7			O	N	30.0	-3875946.0	7.0
wo 97/3/20	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN COGHILL   Born THURSO, Caithness  Served in 2nd Life Guards  Discharged aged 32  	1819-1834	1.8190101E7	1.8341231E7			O	N	30.0	-3875947.0	7.0
wo 97/3/21	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM COLBOURNE   Born DEVIZES, Wiltshire  Served in 2nd Life Guards  Discharged aged 24  	1841-1844	1.8410101E7	1.8441231E7			O	N	30.0	-3875948.0	7.0
wo 97/3/22	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN COLLARD   Born ENMORE, Somerset  Served in 1st Life Guards  Discharged aged 27  	1828-1838	1.8280101E7	1.8381231E7			O	N	30.0	-3875949.0	7.0
wo 97/3/23	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN COLLIER   Born BILLAM, Cumberland  Served in 1st Life Guards  Discharged aged 42  	1793-1814	1.7930101E7	1.8141231E7			O	N	30.0	-3875950.0	7.0
wo 97/3/24	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN NATHANIEL COLLIER   Born MANCHESTER, Lancashire  Served in Royal Horse Guards  Discharged aged 47  	1829-1853	1.8290101E7	1.8531231E7			O	N	30.0	-3875951.0	7.0
wo 97/3/25	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM COLLIER   Born RYDE, Hampshire  Served in Royal Horse Guards; 59th Foot Regiment  Discharged aged 39  	1832-1852	1.8320101E7	1.8521231E7			O	N	30.0	-3875952.0	7.0
wo 97/3/26	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  BERNARD JOSEPH COLLINGRIDGE   Born BICESTER, Oxfordshire  Served in 2nd Life Guards  Discharged aged 43  	1827-1850	1.8270101E7	1.8501231E7			O	N	30.0	-3875953.0	7.0
wo 97/3/27	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ROBERT COLLINGS   Born MIDDLETON, Lancashire  Served in Norfolk Fencibles; 2nd Life Guards  Discharged aged 39  	1794-1814	1.7940101E7	1.8141231E7			O	N	30.0	-3875954.0	7.0
wo 97/3/28	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOSEPH COLLINS   Born BRADFORD, Yorkshire  Served in Royal Horse Guards  Discharged aged 31  	1818-1832	1.8180101E7	1.8321231E7			O	N	30.0	-3875955.0	7.0
wo 97/3/29	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ELLISON COLLISON   Born BEVERLEY, Yorkshire  Served in 1st Life Guards  Discharged aged 46  	1815-1840	1.8150101E7	1.8401231E7			O	N	30.0	-3875956.0	7.0
wo 97/3/30	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM CONER   Born KERLEY, Yorkshire  Served in Royal Horse Guards  Discharged aged 32  	1805-1818	1.8050101E7	1.8181231E7			O	N	30.0	-3875957.0	7.0
wo 97/3/31	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  CHARLES COODREE   Born EASINGTON, Gloucestershire  Served in 1st Life Guards  Discharged aged 30  	1804-1814	1.8040101E7	1.8141231E7			O	N	30.0	-3875958.0	7.0
wo 97/3/32	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM COOK   Born WOOLSTHORP, Lincolnshire  Served in 1st Life Guards  Discharged aged 25  	1823-1831	1.8230101E7	1.8311231E7			O	N	30.0	-3875959.0	7.0
wo 97/3/33	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS COOKE   Born DENN, Lancashire  Served in 2nd Life Guards  Discharged aged 34  	1807-1823	1.8070101E7	1.8231231E7			O	N	30.0	-3875960.0	7.0
wo 97/3/34	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ALEXANDER COOPER   Born BARONRY, Lanarkshire  Served in Caithness Legion Fencible Cavalry; 1st Life Guards  Discharged aged 37  	1795-1816	1.7950101E7	1.8161231E7			O	N	30.0	-3875961.0	7.0
wo 97/3/35	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE COOPER   Born CHESTERFIELD, Derbyshire  Served in 2nd Life Guards  Discharged aged 39  	1817-1839	1.8170101E7	1.8391231E7			O	N	30.0	-3875962.0	7.0
wo 97/3/36	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE COOPER   Born HIGH WYCOMBE, Buckinghamshire  Served in Royal Horse Guards  Discharged aged 36  	1831-1846	1.8310101E7	1.8461231E7			O	N	30.0	-3875963.0	7.0
wo 97/3/37	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  RICHARD COOPER   Born BILSDON, Staffordshire  Served in Royal Horse Guards  Discharged aged 39  	1799-1818	1.7990101E7	1.8181231E7			O	N	30.0	-3875964.0	7.0
wo 97/3/38	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM COOPER   Born ST GEORGE IN EAST, London and Middlesex  Served in 1st Life Guards  Discharged aged 18  	1834-1834	1.8340101E7	1.8341231E7			O	N	30.0	-3875965.0	7.0
wo 97/3/39	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM COOPER   Born HOLLESLEY, Suffolk  Served in Royal Horse Guards  Discharged aged 29  	1830-1837	1.8300101E7	1.8371231E7			O	N	30.0	-3875966.0	7.0
wo 97/3/40	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOSEPH COPE   Born BATH, Somerset  Served in 2nd Life Guards  Discharged aged 45  	1797-1818	1.7970101E7	1.8181231E7			O	N	30.0	-3875967.0	7.0
wo 97/3/41	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE COPELAND   Born RICHMOND, Yorkshire  Served in 2nd Life Guards  Discharged aged 38  	1813-1832	1.8130101E7	1.8321231E7			O	N	30.0	-3875968.0	7.0
wo 97/3/42	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN CORDINGLEY   Born BRADFORD, Yorkshire  Served in 2nd Life Guards  Discharged aged 42  	1824-1849	1.8240101E7	1.8491231E7			O	N	30.0	-3875969.0	7.0
wo 97/3/43	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  MICHAEL CORKER   Born SHEFFIELD, Yorkshire  Served in 2nd Life Guards  Discharged aged 23  	1813-1814	1.8130101E7	1.8141231E7			O	N	30.0	-3875970.0	7.0
wo 97/3/44	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN CORKILL   Born DOUGLAS, Isle of Man  Served in 2nd Life Guards  Discharged aged 50  	1815-1843	1.8150101E7	1.8431231E7			O	N	30.0	-3875971.0	7.0
wo 97/3/45	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  DONALD CORMAC   Born LATHRAN, Caithness  Served in 1st Life Guards  Discharged aged 34  	1802-1814	1.8020101E7	1.8141231E7			O	N	30.0	-3875972.0	7.0
wo 97/3/46	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM CORNWALL   Born SUNBURY, London and Middlesex  Served in 1st Life Guards  Discharged aged 40  	1818-1839	1.8180101E7	1.8391231E7			O	N	30.0	-3875973.0	7.0
wo 97/3/47	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  PETER COSGROVE   Born HULL, Yorkshire  Served in 2nd Life Guards  Discharged aged 43  	1828-1852	1.8280101E7	1.8521231E7			O	N	30.0	-3875974.0	7.0
wo 97/3/48	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  DANIEL COSTIGAN   Born SUNBURY, London and Middlesex  Served in Royal Horse Guards  Discharged aged 35  	1820-1837	1.8200101E7	1.8371231E7			O	N	30.0	-3875975.0	7.0
wo 97/3/49	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS COULSON   Born SWAINBY, Yorkshire  Served in 1st Life Guards  Discharged aged 44  	1816-1840	1.8160101E7	1.8401231E7			O	N	30.0	-3875976.0	7.0
wo 97/3/50	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  RICHARD COULTER   Born WYE, Kent  Served in 2nd Life Guards  Discharged aged 44  	1824-1848	1.8240101E7	1.8481231E7			O	N	30.0	-3875977.0	7.0
wo 97/3/51	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  RICHARD COULTER   Born LONERWICK, Northumberland  Served in 1st Life Guards  Discharged aged 35  	1809-1820	1.8090101E7	1.8201231E7			O	N	30.0	-3875978.0	7.0
wo 97/3/52	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM COULTER   Born COLDSTREAM, Berwickshire  Served in 1st Life Guards  Discharged aged 41  	1822-1843	1.8220101E7	1.8431231E7			O	N	30.0	-3875979.0	7.0
wo 97/3/53	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ANTHONY COXEN   Born BRANDSPATH, Durham  Served in 2nd Life Guards  Discharged aged 26  	1821-1827	1.8210101E7	1.8271231E7			O	N	30.0	-3875980.0	7.0
wo 97/3/54	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS CRABTREE   Born STANSFIELD, Yorkshire  Served in 1st Life Guards  Discharged aged 30  	1806-1818	1.8060101E7	1.8181231E7			O	N	30.0	-3875981.0	7.0
wo 97/3/55	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  STEPHEN CRAMBROOK   Born DEAL, Kent  Served in 1st Life Guards  Discharged aged 37  	1805-1820	1.8050101E7	1.8201231E7			O	N	30.0	-3875982.0	7.0
wo 97/3/56	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS CRAMPTON   Born LAINVADE, Midlothian  Served in 1st Life Guards  Discharged aged 21  	1815-1818	1.8150101E7	1.8181231E7			O	N	30.0	-3875983.0	7.0
wo 97/3/57	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		JOSHUA CRAVEN  Born KELLINGTON, Yorkshire Served in 1st Life Guards Discharged aged 25 	1817-1824	1.8170101E7	1.8241231E7			O	N	30.0	-3875984.0	7.0
wo 97/3/58	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  HENRY CRAWLEY   Born ATHY, Kildare  Served in 2nd Life Guards  Discharged aged 26  	1842-1847	1.8420101E7	1.8471231E7			O	N	30.0	-3875985.0	7.0
wo 97/3/59	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  ROBERT CREASEY   Born PORTSEA, Hampshire  Served in 2nd Life Guards  Discharged aged 33  	1835-1846	1.8350101E7	1.8461231E7			O	N	30.0	-3875986.0	7.0
wo 97/3/60	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  SAMUEL CRICKMORE   Born GENSON, Norfolk  Served in 1st Life Guards  Discharged aged 49  	1815-1841	1.8150101E7	1.8411231E7			O	N	30.0	-3875987.0	7.0
wo 97/3/61	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOSEPH CROSBY   Born HUNSLET, Yorkshire  Served in 2nd Life Guards  Discharged aged 42  	1821-1846	1.8210101E7	1.8461231E7			O	N	30.0	-3875988.0	7.0
wo 97/3/62	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  SAMUEL CROSBY   Born BROCKHURST, Hampshire  Served in 1st Life Guards  Discharged aged 38  	1835-1852	1.8350101E7	1.8521231E7			O	N	30.0	-3875989.0	7.0
wo 97/3/63	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS CROSS   Born CHILWALL, Nottinghamshire  Served in 2nd Life Guards  Discharged aged 35  	1817-1832	1.8170101E7	1.8321231E7			O	N	30.0	-3875990.0	7.0
wo 97/3/64	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM CUNDALE   Born NEWTON UPON OUSE, Yorkshire  Served in 2nd Life Guards  Discharged aged 43  	1815-1841	1.8150101E7	1.8411231E7			O	N	30.0	-3875991.0	7.0
wo 97/3/65	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  RICHARD CURO   Born KILHUER, Cumberland  Served in 1st Life Guards  Discharged aged 32  	1804-1818	1.8040101E7	1.8181231E7			O	N	30.0	-3875992.0	7.0
wo 97/3/66	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS DALBY   Born LEEDS, Yorkshire  Served in 1st Life Guards  Discharged aged 21  	1824-1827	1.8240101E7	1.8271231E7			O	N	30.0	-3875993.0	7.0
wo 97/3/67	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN DALE   Born RICCARTON, Ayrshire  Served in 1st Life Guards  Discharged aged 23  	1822-1826	1.8220101E7	1.8261231E7			O	N	30.0	-3875994.0	7.0
wo 97/3/68	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  SAMUEL DALE   Born HARIF, Suffolk  Served in 1st Life Guards  Discharged aged 37  	1822-1841	1.8220101E7	1.8411231E7			O	N	30.0	-3875995.0	7.0
wo 97/3/69	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS DALEY   Born LOUTH, Louth  Served in 1st Life Guards  Discharged aged 43  	1793-1816	1.7930101E7	1.8161231E7			O	N	30.0	-3875996.0	7.0
wo 97/3/70	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  WILLIAM DALIHUNTE   Born FEATHERED, Tipperary  Served in 2nd Life Guards  Discharged aged 28  	1815-1817	1.8150101E7	1.8171231E7			O	N	30.0	-3875997.0	7.0
wo 97/3/71	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  NATHANIEL DALLA   Born SOUTHERTON, Shropshire  Served in 1st Life Guards  Discharged aged 41  	1801-1824	1.8010101E7	1.8241231E7			O	N	30.0	-3875998.0	7.0
wo 97/3/72	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  THOMAS DALLER   Born HEIGLEY, Shropshire  Served in 1st Life Guards  Discharged aged 32  	1821-1835	1.8210101E7	1.8351231E7			O	N	30.0	-3875999.0	7.0
wo 97/3/73	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  JOHN DALLEY   Born CLAYTON, Bedfordshire  Served in 2nd Life Guards  Discharged aged 41  	1792-1816	1.7920101E7	1.8161231E7			O	N	30.0	-3876000.0	7.0
wo 97/3/74	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  GEORGE DAMM   Born ECKINGTON, Derbyshire  Served in 2nd Life Guards  Discharged aged 33  	1799-1814	1.7990101E7	1.8141231E7			O	N	30.0	-3876001.0	7.0
wo 97/3/75	1760-1854: discharge papers arranged by regiment, but each described at item level. (WO 97/1-1271)		  SAMUEL DANIELS   Born ECCLES, Lancashire  Served in Royal Horse Guards  Discharged aged 43  	1812-1836	1.8120101E7	1.8361231E7			O	N	30.0	-3876002.0	7.0
